name,date_range,hyperlink,page_text
Jacques Necker, 1732-1804  ,https://www.hetwebsite.net/het/profiles/necker.htm," French Enlightenment economist, Neo-Colbertiste and minister of finance. The Geneva-born Jacques Necker started off as a clerk in a Swiss bank of Issac Vernet at the age of 15 and worked his way to the top quickly.  In 1750, Necker moved to bank's Paris branch and, by 1762, was made a partner. As a result of his speculative activities, by 1765, Necker a very wealthy man and the sole director of the bank.  Necker became gradually involved in public affairs.  Necker made numerous loans to the French government, was appointed minister for Geneva in Paris and sat on the board of directors of the French Compagnie des Indes (which, in 1769, he vainly defended from the attacks of the Abbé Morellet).   In 1772, Necker retired from the bank and began writing his ideas on contemporary economic and financial topics.  A Neo-Colbertiste, Necker was opposed to the Physiocrats.  He was particularly (and very personally) antagonistic to Morellet and his master, Jacques Turgot.  In 1773, Necker laid out his defense of State corporatism in a ""eulogy"" to Colbert, an essay that was crowned by the French Academy.  His 1775 tract attacked Turgot's plan for free trade in grains.   After Turgot was dismissed from government in 1776, Necker replaced him as director-general of finances, effectively the French minister of finance for King Louis XVI (Necker could not hold the formal title of comptroller-general (contrôleur général) because he was a Protestant and a foreigner).  Necker quickly reversed most of Turgot's famous edicts. Following a policy of borrowing rather than raising taxes to finance state expenditures (then exploding because of the American Revolutionary war), Necker earned a good degree of popularity among the people of France.  His push for the creation of new provincial assemblies were well-received by commoners, but earned him enemies in the court and parlements.   However, Necker's short-term, high-interest loans pushed the government closer to bankruptcy.  Jacques Necker's reputation as a financial ""genius"" came with his famous 1781 Compte Rendu report where, by manipulating the figures, he made it appear that French crown finances were not in crisis, but in fact enjoying a surplus.  He did this by restricting his report to ""ordinary"" revenues and expenditures paid in and out of the French Treasury (Trésor Royal), calculating a budget surplus of 10.2 million livres.  Necker concealed most war-related costs, assigning them to ""extraordinary"" expenditures (which he did not publish), and omitted mention of new government borrowing to finance the yawning budget deficit. Necker's credited the surplus to the reforms of the bureaucracy made under his tenure. Necker's optimistic report was severely criticized by contemporaries - his successors would calculate the true budget to be a deficit of 70m livres. By piercing the veil of secrecy surrounding crown finances at the time, the Comte Rendu, was a sensational best-seller and rocketed Necker to sky-high popularity.  But inside the royal court,  already sore at Necker's belated attempts to curtail spending, the reception was different. Many felt it was unseemly for Necker to publicly share the details of the crown's accounts with common people.   Like so many finance ministers before him, Necker soon found himself isolated and unable to push his more serious financial reforms through.  Louis XVI dismissed Necker in May 1781, a mere four months after the report, replacing him with Joly de Fleury. (a collection of evaluations of Necker's administration were re-printed in a 1781 Collection complette; most were largely negative, many from financiers, harping on Necker's foreignness, his accumulated fortune and unflatteringly comparing him with John Law) Although courted by Austria and Russia, Necker preferred to remain in the wilderness.  Necker wrote his famous Traité (1784), one of his better treatises.  In the meantime, Necker's successor, Alexandre de Calonne, had realized the truly desperate condition of French state finances and tried to reinstate some of Turgot's old reforms, which were greeted by howls of opposition in the assembly of notables.  Calonne and  Necker entered into a very public confrontation in 1787, which resulted in Necker's exile from Paris. In August 1788, as bankruptcy loomed and the reforms of Calonne and his successor Brienne were unable to stem the bleeding, Necker was called back by the king as director-general and minister of state in order to work his magic again   Realizing that bankruptcy was imminent,  Necker urged for the convocation of the Estates-General to raise new funds. Although the Estates-General had not met in 175 years, this was reluctantly announced by King Louis XVI.  In the meantime, anticipating trouble from the crop failures, Necker reinstated price controls.  At Necker's recommendation, King Louis XVI issued an edict creating short-term, interest-bearing paper (intended to circulate as money). However, facing a storm of protest, the edict was withdrawn a month later.  Necker arranged for a series of last-minute loans to stave off bankruptcy, but realized there was no avenue left but to wait for the convocation of the Estates-General .  The rest of the court, however, remained antagonistic After the opening of the Estates-General in May 1789, and the tribulations of the Third Estate,  Necker was one of the main voices in the royal council urging Louis XVI to reconcile himself with the self-proclaimed ""National Assembly"" (Assemblée nationale).  But at length the conservative elements of the court engineered his dismissal on July 11. It was upon the news of Necker's removal that Camille Desmoulins rallied the population of Paris, and spontaneous marches wound through the streets of the city, carrying wax busts of Necker, demanding his reinstatement. This culminated in the storming of the Bastille on July 14, 1789.  The humbled Louis XIV, on visiting Paris a few days later on July 17, restored Necker as minister of finance.  Finances, however, were still no better, and in early August, Necker arranged for an emergency loan of 30 million livres (Aug 9), and then another of 80 million livres (Aug 27).   In September 24, Necker delivered his stunning financial report to the Assembly, reporting that that he only managed to collect 12m of the 113m expected from the loans.  The country's credit was gone, and Necker requested a 25% income tax.  This was granted by the assembly the next day (but they also forgave all unpaid taxes before 1789).  But things were only getting worse.  The ""great fear"" in the countryside through the summer of 1789 had left many landowners with bigger problems on their hands.  The Autumn of 1789 was marked by starvation in France (October Days, etc.).  On November 14, Necker pleaded with the Assembly to give him permission to borrow 170 million livres from the Caisse d'Escompte, and authorize the bank to issue 240 million livres in paper money (covering the 90 million already borrowed). However, the scheme was turned down. But a month later, on December 19, the French National Assembly voted for an issue of 400 million livres of treasury bearer bills, known as assignats. In its first issue, the assignats bore an interest rate of 5% and were secured on confiscated church lands. The radical journalist Jean-Paul Marat promptly launched a smear campaign against Necker, accusing him of selling the nation to bankers. But economic policy was no longer really in Necker's hands, nor the king's, but in the Assembly.   In April 1790, there was a second issue of assignats of 400 million livres, this time only 3% and declared legal tender.  Through the first half of 1790, crown lands were sold off to make up for revenues and old Colbertiste policies that had been previously dear to Necker, like the internal controls on the grain trade, the French Indies company, the hated salt tax (gabelle) and labor dues (corvée), etc. were abolished.  In the popular press, Necker continued to be associated with the assignats, and hounded for it.  Necker was implicated by association in the bloody crackdown on the mutiny of Nancy. Having had enough, Necker finally resigned as minister of finance on September 4, 1790, and went into retirement on his Swiss estates. After Necker, control of the French treasury was taken up directly by the Assembly.  They fared little better - a mere month after Necker's departure, there was an additional issue of 1,200 million in assignats, and the declaration (Oct 14) suspending all interest payments, turning the assignats into fiat paper money proper.  Necker continued largely quietly at his Chateau de Coppet in Switzerland.  He published a small memoir in 1791 defending his tenure as finance minister.  He only returned to Paris in late 1792 to make a passionate plea before the National Assembly to spare the life of King Louis XVI.  Necker went on write a history of the French Revolution in 1796. Jacques Necker was the father of Anne Louise Germaine, Baronness de Staël-Holstein, the legendary Germanophile writer and salon-mistress, Madame de Staël, who wrote a personal memoir of her father.  
     Major Works of Jacques Necker Resources on Jacques Necker Contemporary Modern All rights reserved, Gonçalo L. Fonseca"
John U. Nef, 1899-1988,https://www.hetwebsite.net/het/profiles/nef.htm,"Economist historian at the University of Chicago.  The son of a John Nef Sr., a chemistry professor at Chicago,  John U. Nef was educated at Harvard and obtained his Ph.D. in 1927 from Brookings.  In 1928, John U. Nef joined the University of Chicago, with appointments in both the economics and history departments.  He would go on to found the inter-disciplinary Committee on Social Thought at Chicago in 1941.      Major Works of John U. Nef     Resources on John Nef   All rights reserved, Gonçalo L. Fonseca"
Takashi Negishi, 1933-,https://www.hetwebsite.net/het/profiles/negishi.htm," Takashi Negishi was part of the ""Hicksian"" generation of Neo-Walrasian general equilibrium theorists. Educated at the University of Tokyo, Negishi rose to prominence (while still a graduate student!) during the late 1950s with his work on the Neo- Walrasian general equilibrium system. Negishi's signature has been his attempt to extend the multi-market Neo-Walrasian system in several directions to incorporate concerns such as international trade, imperfect competition, stability, money, trade and unemployment - and, as a consequence, helping to discover and delineate the limits of conventional theory. Negishi's 1960 paper provided a novel method of proving existence of equilibrium via the Second Welfare Theorem which was to be employed with much fruition by later economists (esp. those working on infinite commodity worlds). His 1961 attempt at incorporating imperfect competition into G.E. was not as successful, but it clearly revealed the problems associated with non-convexities in a Walrasian system. His work on stability of a Walrasian equilibrium was just as prodigious: his 1958 article reduced the number of condititions for tatonnement stability to merely gross substitution, while his 1962 paper with Hahn, he introduced the ""Hahn Process"" of non-tatonnement stability. His 1962 survey article on stability is considered authoritative.      Major works of Takashi Negishi   HET   Resources on  Takashi Negishi   All rights reserved, Gonçalo L. Fonseca"
Hans Neisser, 1895-1975.,https://www.hetwebsite.net/het/profiles/neisser.htm,"Born in Wroclaw (then Breslau, Germany), Hans Philipp Neisser originated from an assimilated Jewish family.  Neisser studied law and economics at Freiburg, Munich and Breslau until 1916, and subsequently served as a soldier for the remainder of WWI.  Neisser received his doctorate in the aftermath in 1919-20.  Neisser went on to join the staff of the German Socialization Committee in Berlin form 1922 to 1924.  In 1925, Neisser launched the left-leaning weekly business magazine Wirtschaft.   He was subsequently appointed to a government commission to investigate German production in 1926.   In 1927, Hans Neisser joined the Kiel Institute, where he would quickly flourish. His 1928 treatise on monetary economics was well-received and served as his habilitation at the University of Kiel. Hans Neisser may today be best remembered by modern economists for his 1932 critique of the Walras-Cassel model which helped prompt the Vienna Colloquium into action. However, Neisser's other contributions to monetary theory (esp. what he called ""circuit velocity"", e.g. 1928, 1931, 1933),  structural growth and cycle theory (e.g. 1936, 1961) and econometrics - and philosophy (e.g. 1971) - bear out Schumpeter's description of him as ""one of the most brilliant economic minds"" of his generation. However, Neisser's early achievements were shadowed by the tumult into which his career was thrown. As a German Jew, social democrat and researcher at the Kiel Institute, Neisser was among the first to be expelled during the Nazi ascendancy - in spite of the extraordinary efforts made by the Kiel directors to retain him. He subsequently moved to the United States in 1933, where he became the first Jew to receive a position at the University of Pennsylvania. However, seven years later, Neisser was still untenured because ""he couldn't get along with anyone"". He gravitated to the New School for Social Research, where he joined his old Kiel colleagues, Adolph Lowe, Gerhard Colm and Jacob Marschak, where he remained for the rest of his career.      Major works of Hans Neisser   HET   Resources on  Hans Neisser   All rights reserved, Gonçalo L. Fonseca"
Edward J. Nell, 1935-,https://www.hetwebsite.net/het/profiles/nell.htm," American Post Keynesian economist at the New School for Social Research.      Major works of Edward J. Nell     Resources on Edward J. Nell   All rights reserved, Gonçalo L. Fonseca"
Richard R. Nelson, 1930-,https://www.hetwebsite.net/het/profiles/nelson.htm," Evolutionary economist. Richard R. Nelson studied at Oberlin College and subsequently Yale University, obtaining his Ph.D. in 1956. He subsequently became an economist at the RAND Corporation.  In the late 1950s,Nelson attended engineering and science courses at MIT to learn more about technology.  After a brief stint at Carnegie-Mellon in 1960, Nelson served on the CEA during the Kennedy administration.   Nelson rejoined the RAND Corporation, where he worked through the 1960s.  In 1968, Nelson returned to academia, as professor of economic at Yale University, where he would remain for nearly two decades.  Nelson became professor at Columbia since 1986. Richard Nelson focus has been on technological innovation, productivity and long-term growth and change.  Nelson's 1959 paper put forth the market failure justification for government support for technical innovation, arguing that firms invest less in research & development than is socially optimal.  However, Nelson would go on later to denounce the ""market failure"" approach as a ""disastrous way to think about the role of the state"", and turned to evolutionary economics as a more productive approach.  Nelson's most famous work is probably his ground-breaking Evolutionary Theory of Economic Change with Sidney J. Winter (1982) which became a classic of evolutionary economics.      Major Works of Richard R. Nelson     Resources on  Richard Nelson   All rights reserved, Gonçalo L. Fonseca"
Vasili S. Nemchinov, 1894-1964.,https://www.hetwebsite.net/het/profiles/nemchinov.htm," Soviet agricultural economist, promoter of the use of statistical models for planning.  V.S. Nemchinov was highly influential upon the Soviet planning boards, and led the way for the revival of serious economic analysis in the Soviet Union.      Major Works of Vasilly Sergeevich Nemchinov     Resources on  Vasilly Nemchinov   All rights reserved, Gonçalo L. Fonseca"
John von Neumann, 1903-1957.,https://www.hetwebsite.net/het/profiles/neumann.htm," Born in Budapest, Hungary in 1903. After simultaneously earning a doctorate in mathematics from the University of Budapest and a doctorate in chemistry from the University of Zurich, John von Neumann joined the faculty of the University of Berlin in 1927. He moved to Princeton in 1932 where he became the youngest member of the IAS. During this time, he made important contributions not only to pure and applied mathematics, but also to physics and, in some ways, philosophy (esp. in relation to the quantum paradox). He was also active in the Manhattan Project (the development of the atomic bomb) and was one of President Truman's advisors on the Atomic Energy Commission. His later work on parallel processes and networks has earned him the label of the ""father of the modern computer"". As Nicholas Kaldor would later write, ""He was unquestionably the nearest thing to a genius I have ever encountered."" An astoundingly creative mathematician, John von Neumann has played a rather important role in post-war economic theory through two essential pieces of work: his 1937 paper on a multi-sectoral growth model and his 1944 book (with Oskar Morgenstern) on game theory and uncertainty. John von Neumann's famous 1937 paper - actually, originally written and presented by von Neumann at a Princeton seminar in 1932, but only published in the Spring of 1937, at Karl Menger's request, in the proceedings of the famous ""Vienna Colloquium"".  It ostensibly derived from his reading of Wicksell and Cassel.  The 1937 paper has been called ""the greatest paper in mathematical economics that was ever written"" (E. Roy Weintraub, 1983). It precipitated what Morishima later called a veritable ""von Neumann Revolution"" in general equilibrium, capital and growth theory. He introduced several important concepts in his 1937 paper, besides the obvious methodological one of resurrecting ""mathematical economics"".   He bequeathed (1) the concept of ""activity analysis"" production sets, to be later extensively employed by Koopmans and the Neo-Walrasians; (2) linear system of reproduction as later used and developed by Leontief, Sraffa and the Neo-Ricardians; (3) price-cost and demand-supply inequalities which accounted for the Vienna Critique of Walrasian systems of equations; (4) the first use of a (generalization) of Brouwer's fixed- point theorem to prove the existence of an equilibrium, later to be known as Kakutani's Fixed Point Theorem; (5) The minimax and maximin solution methods and the saddlepoint characterizations; (6) early statements of duality theorems of mathematical programming and complementary slackness conditions; (7) a novel manner of incorporating fixed and circulating capital via joint production; (8)  the elucidation of the concept of ""balanced"" or ""steady-state"" growth - later employed with gusto by Harrod, Solow, Hicks and the entire flow of growth models since; (8) derivation of the ""Golden Rule"" - showing that the rate of interest is related to the rate of growth rather than the quantity of capital, anticipating Allais and the ""optimal growth theory"" and the turnpike theorems of Koopmans, Radner and others. John von Neumann's 1944 book with Oskar Morgenstern, Theory of Games and Economic Behavior was a landmark of twentieth century social science. The theory of games (what he called ""Gessellschaftsspiel"") had been single-handedly invented nearly a couple decades earlier by John von Neumann in a 1928 article, wherein he set up a two-person zero-sum game and provided a proof of the minimax theorem. The matter had laid dormant until von Neumann dusted it off again in the 1944 book, with another proof and more solution concepts.   Besides launching  entire field of Game Theory, the 1944 book  introduced several other important elements used in other fields of economics, such as the axiomatization of utility theory per se (as later pursued by Arrow, Debreu, etc.) and the axiomatization of the theory of choice under uncertainty, i.e. the formalization of the expected utility hypothesis.      Major (economic) works of John von Neumann     Resources on J. von Neumann   All rights reserved, Gonçalo L. Fonseca"
Otto Neurath, 1882-1945.,https://www.hetwebsite.net/het/profiles/neurath.htm,"Famous logical empiricist philosopher of the Vienna Circle, Otto Neurath was also a prominent Austro-Marxian and articulated a famous defense of a planned economy in the Socialist Calculation debate in 1919 derived from his experience in the wartime economy.      Major Works of Otto Neurath     Resources on Otto Neurath   All rights reserved, Gonçalo L. Fonseca"
Simon Newcomb, 1835-1909.,https://www.hetwebsite.net/het/profiles/newcomb.htm,"  Simon Newcomb was one of America's earliest (but not complete) converts to the Marginalist Revolution.  But he was neither an economist by training nor vocation. Rather, Newcomb was a renowned Johns Hopkins mathematician, physicist and astronomer who had risen from rags to intellectual riches. Nonetheless, he was equipped to help economics along its mathematical track. Newcomb was also one of the main developers of the Quantity Theory of Money (before Fisher) and was among the first economists to distinguish carefully between stocks and flows and, in doing so, provided the earliest clean statement of the theory of loanable funds.  On the whole, Newcomb was not necessarily a very nice person.  He was the quintessential American apologist and a steadfast opponent of the Institutionalist school.  He engaged Richard T. Ely in a particularly nasty Methodenstreit in the 1880s and 1890s, eventually being instrumental in securing the latter's departure from Johns Hopkins and the transformation of the American Economic Association into a wider professional organization.   Newcomb can be characterized as an ""apologist"" for economic doctrine.  He was an avid proponent of laissez-faire, but he coupled that with a vociferous and outspoken opposition to the emerging American labor union movement. Naturally, as a faithful devotee of the Quantity Theory, he helped create, he was also opposed to the inconvertibility of paper currency and the bimetallist movement.      Major works of Simon Newcomb   Resources on Simon Newcomb   All rights reserved, Gonçalo L. Fonseca"
Peter Newman, 1928-2001,https://www.hetwebsite.net/het/profiles/newman.htm,"English-born economist, trained at UCL and professor of political economy at the Johns Hopkins University, from the 1966 to 1990.  His initial work was in applied development economics, but Newman moved swiftly into pure consumer theory and  general equilibrium theory in the early 1960s.  His most famous work is perhaps the 1965 monograph, Theory of Exchange, where he plumbs into the details of price-formation in a Walrasian economy.  Newman's review of Sraffa's PCMC in 1962 is considered one of the best, and led to an exchange of letters with Sraffa that are essential to clarifying several points.      Major works of Peter Newman     Resources on Peter Newman   All rights reserved, Gonçalo L. Fonseca"
William Newmarch, 1820-1882,https://www.hetwebsite.net/het/profiles/newmarch.htm,"  English banker, economist and statistician.  Born and educated in Yorkshire, William Newmarch worked as a clerk for a local stamp distributor, insurance company and bank, before moving to London in the 1840s to take a job at Agra Bank.  In 1851, he resigned from Agra to become secretary at the Globe Insurance Company and, in 1862,became chief officer of the Glyn, Mills & Co. Bank, where would remain thereafter.  A free-trade activist, Newmarch was the author of the Merchants' Petition of 1820 and founder and leading organizer of the Political Economy Club of London, and contributed a 'Commercial History of the Year' column to The Economist and the Journal of the Statistical Society for twenty years (1863-82), reviewing the progress of trade. A liberal and member of the Reform Club, Newmarch authored one anonymous pamphlet (1859) in defense of Lord Derby's government. Newmarch's articles on the new gold finds in California and Australia in the Morning Chronicle, were collected into this first treatise, 1853.  Newmarch was one of the main figures of the English "" Banking School"" during the Bullionist Controversy.  He rejected the Quantity Theory without actually developed a clear monetary theory of his own. Newmarch was president of Section F of the BAAS in 1861, the first (non-noble) president of Statistical Society of London in 1869-71 (and long-time secretary and editor of its Journal).  Newmarch assisted Thomas Tooke in the compilation of volume 5 & 6 of his magnum opus on historical price statistics .He was a member of the Tooke Memorial Committee which managed the Tooke professorship at Kings' College London from 1859. After his death, a subcription was raised for the Newmarch Lectureship in Economic Science and Statistics at University College London.      Major Works of William Newmarch     Resources on William Newmarch   All rights reserved, Gonçalo L. Fonseca"
Sir Isaac Newton, 1642-1727. ,https://www.hetwebsite.net/het/profiles/newton.htm," Cambridge genius, mathematician and scientist.  Sir Isaac Newton principal fame rests in his monumental Principia Mathematica (1687), wherein Newton famously introduced his three laws of motion and the concepts of mass, force and the principle of universal gravitation. In his Opticks (1704), Newton showed that white light was heterogeneously composed of more basic, primary rays, each with its own specific colour and index of refraction.  Independently of Gottfried Leibniz,  Newton was also the inventor of the mathematical calculus (defended by Voltaire and and much criticized by George Berkeley). In 1696, Newton gained an appointment as Warden of the Royal Mint and, in 1700, was made Master.  The semi-senile Newton was responsible for the determination of the relationship between the values of gold and silver in the minting of coins. His undervaluation of silver led to the effective formation of the gold standard.  His understanding of inflation was rather simple-minded -- blaming it on clipping and forgery.  Newton spent much of his spare time coming up with novel ways of combating inflation, i.e. coming up with new gruesome ways to torture and execute counterfeiters and clippers.      Major Works of Sir Isaac Newton     Resources on Sir Isaac Newton   All rights reserved, Gonçalo L. Fonseca"
John Shield Nicholson, 1850-1927.,https://www.hetwebsite.net/het/profiles/nicholson.htm,"   Classical economist at Edinburgh, a one-time student, later a critic, of Alfred Marshall.  Born in Wrawby, Lincolnshire, the son of a Independent minister originating from Cumberland.  John Shield Nicholson obtained his B.A. in philosophy from King's College, London in 1870, and went on to study for a year at the University of Edinburgh.  He subsequently enrolled  at Trinity College, Cambridge, to study moral sciences.  At Cambridge, Nicholson came under the tutelage of Henry Sidgwick and Alfred Marshall (then a lecturer at St. John's), who introduced him to economics.  Nicholson was an early prize pupil of Marshall.  In 1877, Nicholson won the Cobden prize, with an essay that would become his first publication, the Effect of Machinery of Wages.  He completed his M.A. at London in 1878, winning the Gersternberg prize. Nicholson eked out a living as a tutor until his appointment in 1880, at the relatively young age of thirty, as Professor of Political Economy at the University of Edinburgh (more precisely, ""Professor of Commercial and Political Economy and Mercantile Law""). He would remain at Edinburgh until his retirement in 1925. In 1893, Nicholson published the first volume of his Principles, intended as a textbook for economics for the lay public.  It jostled for attention with Marshall's own recently published textbook.  Unimpressed by Neoclassicism, Nicholson sought to restate the old Classical truths in practical, appealing form.  Nicholson's attack on utility theory and Marshall's consumer surplus prompted a brief controversy with F.Y. Edgeworth in the 1894 edition of the Economic Journal.  While severely critical of the Neoclassicals, Nicholson was no less repelled by the English Historical School.  Nicholson's great strength was his ability to communicate economic questions to the general public. Nicholson did his best to explain all sides of current economic debates -- from the impact of mechanization to the fallacies of Marxism.  Like his great hero, Adam Smith, Nicholson nurtured a cautious liberal position, but he was not a doctrinaire laissez-faire apologist.   A believer in the virtues of competition, Nicholson was a virulent opponent of both trade unions and corporate trusts and was highly disturbed by the appeal of simple-minded socialism. However, at the same time, Nicholson was a believer in government regulation and anti-trust law, a bimetallist and a proponent of the underconsumption thesis of economic fluctuations.   John Shield Nicholson also had time to publish three novels  in 1888-1890. Nicholson was the first president of the Scottish Society of Economists (f.1897, since renamed Scottish Economic Society).      Major Works of John Shield Nicholson   Resources on John S. Nicholson   All rights reserved, Gonçalo L. Fonseca"
Hukukane Nikaido, 1923-2001,https://www.hetwebsite.net/het/profiles/nikaido.htm,"Japanese Neo-Walrasian economist.  Nikaido's 1956 proof of existence of equilibrium theory was obtained independently of Arrow-Debreu..      Major works of Hukukane Nikaido     Resources on  Hukukane Nikaido   All rights reserved, Gonçalo L. Fonseca"
William A. Niskanen, 1933-2011,https://www.hetwebsite.net/het/profiles/niskanen.htm," Chicago-trained  economist, of the ""Public Choice"" school.   William A. Niskanen obtained his B.A. at Harvard in 1954, and his Ph.D. at the University of Chicago in 1962.  In the 1960s, Niskanen worked as an analyst at the US Department of Defense, and later at the Office of Management and Budget. Niskanen is perhaps best known for his 1971 model of the ""budget-maximizing bureaucrat"", i.e. how government policy is guided (and distorted) by the incentives of government agencies and bureaucrats to increase their budgets and authority rather than serve the general public interest. Niskanen worked as the lead economist at the Ford Motor Company in the mid-1970s.   Niskanen became an economic advisor to Ronald Reagan, and served as a member of the Council of Economic Advisors from 1981 to 1985.  Niskanen later became the head of the Cato Institute, a libertarian think-tank.      Major Works of William A. Niskanen     Resources on  William Niskanen   All rights reserved, Gonçalo L. Fonseca"
Douglass C. North, 1920-2015,https://www.hetwebsite.net/het/profiles/dnorth.htm," Douglass North shared the Nobel memorial prize in 1993 with R.W. Fogel.      Major Works of Douglass C. North   Resources on D.C.North   All rights reserved, Gonçalo L. Fonseca"
Sir Dudley North, 1641-1691.,https://www.hetwebsite.net/het/profiles/north.htm," English  Mercantilist of the ""liberal"" stripe. Born in Westminster, of a family of English notables.  His father was Dudley North, the  4th Baron North, an English peer, his brother Francis (Baron Guildford) was a notable jurist who would later become the Lord Chancellor of James II and another brother John became a cleric and master of Trinity College, Cambridge.  Dudley North, the fourth son, showed little aptitude for schooling, and was early designated for the mercantile life.  He was apprenticed to a overseas merchant involved in the English trade with Russia and the Ottoman empire.  In 1661, North was sent as a factor to Smyrna, Anatolia, but subsequently quarreled with his employer-partner, and began trading on his own account.  North's business flourished and he eventually moved to Constantinople.  North soon amassed a fortune and rose in the ranks of the English Levant Company, becoming treasurer by 1670.  Feeling wealthy enough, before the age of forty, Dudley North returned to England in 1680, leaving his business in Constantinople in the hands of another brother (Montague North). As a prominent figure in the City of London with well-placed relatives loyal to the crown, Dudley North was quickly fingered by the royal council of Charles II as a potentially useful figure, ""their man"" in otherwise hostile London.  In June, 1682, they arranged for North's election as sheriff of London, over the howling opposition of the Whigs. North was knighted in the course of his year's service and, around the same time, married Ann Cann Gunning, a wealthy widow and heiress, with a fortune larger than his own.  In 1683, North was appointed commissioner of customs, and a year later, in July 1684, appointed to the Treasury commission.  After the death of Charles II in 1685, North returned to the customs commission and was elected in 1685 as member of parliament for Bambury (cb).  At the Glorious Revolution of 1688, North did not flee England with other Jacobites, but stayed in London and transferred his loyalty to William of Orange.  Nonetheless, vengeful Whigs tried to implicate him in their retroactive investigation of his time as sheriff (notably his arrangement of the kangaroo trials that followed the Rye House plot in 1683), but North shook off the charges.  Dudley spent his remaining years focused on his trading business, and managing his fortune and that of his relatives.  He died on December 31, 1691.  A few weeks before his death, Sir Dudley North anonymously published his Discourse on Trade, one of the earliest treatises breaking the Mercantilist mould, moving it away with its obsession with precious metal and advocating free trade.  North's motives were to calm fears of the nascent English ""currency crisis"", when it was widely believed there was a scarcity of coinage due to a variety of factors, including gold and silver flowing out of the country by trade imbalances.  As a leading trader in London, North felt obligated to correct that impression.  Unlike his more empirically-minded contemporaries, like Petty, who swamped their readers with masses of data to support their case, North takes a ""rationalist"" approach, reminiscent of Newton and Descartes, to support his positions.  He systematically sets out fourteen propositions (prop), and defends them one by one. While North acknowledged money had real value as a metal commodity, and also an extra value for its convenient services in transactions, the wealth of the nation really consists of the satisfaction of consumption wants. North regarded trade as a ""commutation of superfluities"" (a way to get rid of produced surpluses, excess supplies in return for excess demands), and should not be merely though of  as a way a nation could acquire treasure.  North asserts that trade benefits traders and also benefits the country.  He denounces trade monopolies, which he argues are really curtailing trade under the veil of promoting it, and produce no benefit but simply transfer profits from one merchant to another.   He argued that prices, including the value of money as a commodity, are determined by supply and demand, and explains the relationship between excesses and price adjustment.. That the volume of money in circulation may be temporarily too little or too much, but ultimately the quantity of money adjusts to the needs of trade (he posits an automatic mechanism to explain hoarding and dishoarding of coins; he also underlines the importance of free minting and the ""theft"" of debasement).  Consequently ""shortage of money"" is often a red herring, and really is just an indicator of some kind of problem in real markets, with lack of revenues and profits, due to overproduction, some disruption of trade or shortfall in demand (he hints at an underconsumption thesis).   North advocates the lifting of trade restrictions, the elimination of price controls and a low interest rate policy to promote trade. And once trade picks up, the ""currency crisis"" will resolve itself.  North's 1691 tract did not have an impact - its print run was exceedingly small (North's brother suggests it was suppressed by royal order) and its existence largely unknown to contemporaries.  John Ramsay McCulloch stumbled on a copy and had it printed in his 1822 and then again in his 1856 collection on early English tracts.  [Note: McCulloch also suggested that a second scarce tract (Considerations of the East-India Trade, published in 1701 (p.541)),  might have also been written by Sir Dudley North.  As a result, the Considerations were for a long time attributed by historians of economic thought to North, but scholars (such as Viner) have shown otherwise (e.g. it refers to two East India Companies, which did not come into being until after North's death).  The Considerations are now usually attributed to Henry Martyn.] Historians have been divided on their estimation of Sir Dudley North.  Some (e.g. Schumpeter) regard it as a confused tract, or not any more noteworthy than other contemporary Mercantilist writers of liberal leanings.  But others have hailed North as a prescient anticipator of many of the arguments made a century later by Adam Smith (e.g. many assert North was among the first to distinguish capital as a separate factor of production).  They argue that North at least deserves the honors of ancestor to British Classicism similar to those afforded to his contemporary Boisguilbert by the French school.  The difference, of course, is that Boisguilbert was actually read by descendants, and was a decided influence, whereas North was only retroactively discovered. [Note: Scholars (e.g. Letwin) have also raised the question of whether North actually composed the Discourses by himself, at least as it is written, some suggesting the material may have been rearranged and massaged by his brother Roger North from a differently-organized draft left by Dudley, that Dudley was just a dyed-in-wool Mercantilist with muddled ideas, and it is Roger that deserves to be credited for deriving its liberal policy conclusions.]      Major Works of Sir Dudley North     Resources on  Dudley North     All rights reserved, Gonçalo L. Fonseca"
Edwin G. Nourse, 1883-1974,https://www.hetwebsite.net/het/profiles/nourse.htm," American agricultural economist and US government advisor. Despite his suburban Chicago roots, Edwin Griswold Nourse studied agricultural economics at Cornell, and after a few interruptions, finally obtained his Ph.D. in 1915 from the University of Chicago. While teaching at the University of Arkansas,  Nourse wrote his first work. In 1918, Nourse joined Iowa State College, as head of its agricultural economics department.  In 1923, E.G. Nourse was recruited by the newly-founded Brookings Institution in Washington DC, to take charge of its agricultural research wing. He would remain there for the next two decades, eventually ascending to Director of Research in 1940. In 1946, President Harry Truman selected Edwin Nourse as the first chairman of the Council of Economic Advisors.  Nourse would remain there until in 1949.  Although Nourse presided over the Employment Act of 1946, his tenure at the CEA was marked by rivalry between the relatively conservative Nourse and his younger and more radical colleague, Leon Keyserling.  Nourse eventually resigned in December 1949, when he felt that Keyserling's policies were pushing the country into inflation.      Major Works of Edwin G. Nourse     Resources on Edwin G. Nourse   All rights reserved, Gonçalo L. Fonseca"
